Variation of the REB elements' tilt angle about the s axis.
Mean and sigma of the normal distribution from which the tilt angles were drawn;
Avg is the actual average for the given sample. Angles are in radians.
Sy after 10 turns: Raw --- no x-s plane spin correction; 
Rotated --- w/correction.

Mean,Sigma,Avg,Raw,Rotated
0.0001,0.0,0.0001,0.005734012903984839,0.005734014045193139
0.001,0.0,0.001,0.05730904540120776,0.0573090568100945
0.01,0.0,0.01,0.5425111507303024,0.5425112618822139
0.1,0.0,0.10000000000000002,-0.5054896685523548,-0.505489767228858
0.0,0.0,0.0,0.0,0.0
0.0,0.0001,1.8705166489158544e-05,0.0010725623458671483,0.0010725625596035796
0.0,0.001,0.00014398640367269222,0.008256156609873869,0.00825615830892887
0.0,0.01,-0.0015361801032171946,-0.08797856548664625,-0.08797858064213836
0.0,0.1,-0.028780449676332948,-0.9953704673632403,-0.9953707088462042
